Date,SPX_return,IEF_proxy,Return(Eq-Bond),Equity_bond_corr
2000-01-03,-0.009594974568009586,-0.0112499999999999,0.0016550254319903143,
2000-01-04,-0.039099226875721496,0.0071249999999999,-0.0462242268757214,
2000-01-05,0.0019203798115278359,-0.0072749999999999,0.009195379811527736,
2000-01-06,0.0009552460841297421,0.0052499999999999,-0.004294753915870158,
2000-01-07,0.02672993526267859,0.000675,0.026054935262678592,
2000-01-10,0.011127821298329016,-0.0027749999999999,0.013902821298328916,
2000-01-11,-0.013148634269231135,-0.007875,-0.005273634269231135,
2000-01-12,-0.004395978947775581,-0.00345,-0.0009459789477755812,
2000-01-13,0.012096208115215201,0.005475,0.006621208115215201,
2000-01-14,0.010614783884359819,-0.003675,0.014289783884359818,
2000-01-18,-0.0068555103802383595,-0.005025,-0.0018305103802383595,
2000-01-19,0.0005221501712565401,0.0011999999999999,-0.0006778498287433599,
2000-01-20,-0.007120558645266682,-0.0041999999999999,-0.002920558645266782,
2000-01-21,-0.002916595126568967,0.0017249999999999,-0.004641595126568867,
2000-01-24,-0.028022615294881394,0.006,-0.034022615294881396,
2000-01-25,0.006046483729051793,-0.0005250000000001,0.006571483729051893,
2000-01-26,-0.004221574646237659,0.0021000000000001,-0.006321574646237759,
2000-01-27,-0.003946270263199617,-0.0021000000000001,-0.0018462702631995166,
2000-01-28,-0.027840795963128967,0.00255,-0.030390795963128967,
2000-01-31,0.024904903670926997,-0.000525,0.025429903670926998,
2000-02-01,0.010571692114229847,0.00345,0.007121692114229847,
2000-02-02,-0.0001135395970565019,0.0034499999999999,-0.0035635395970564023,
2000-02-03,0.011185364792412934,0.0063,0.0048853647924129336,
2000-02-04,-0.0004211501673149076,-0.0045,0.004078849832685092,
2000-02-07,-9.127258564011562e-05,-0.0067499999999999,0.006658727414359785,
2000-02-08,0.0121985071366468,0.0019499999999999,0.0102485071366469,
2000-02-09,-0.02104219334309998,-0.0035249999999999,-0.01751719334310008,
2000-02-10,0.003627329831989955,-0.0008249999999999,0.004452329831989855,
2000-02-11,-0.021192326485726515,0.005025,-0.026217326485726514,
2000-02-14,0.002030925489038545,0.00375,-0.0017190745109614547,
2000-02-15,0.008674870571246085,0.00015,0.008524870571246084,
2000-02-16,-0.010309369658861213,0.000525,-0.010834369658861212,
2000-02-17,0.00042508277145605693,-0.00165,0.002075082771456057,
2000-02-18,-0.030847070655427272,0.00585,-0.03669707065542727,
2000-02-22,0.004506615589443625,0.0099,-0.0053933844105563756,
2000-02-23,0.0062812146679728995,-0.0046499999999999,0.0109312146679728,
2000-02-24,-0.005349813063087968,0.0043499999999999,-0.009699813063087868,
2000-02-25,-0.01494003871427774,0.00285,-0.017790038714277742,
2000-02-28,0.010957031538571586,-0.007125,0.018082031538571585,
2000-02-29,0.013535077157035507,0.000975,0.012560077157035507,
2000-03-01,0.009302189373569263,0.0017249999999999,0.007577189373569363,
2000-03-02,0.001861678583291025,0.0001499999999999,0.001711678583291125,
2000-03-03,0.01964282967966254,-0.0002999999999998,0.01994282967966234,
2000-03-06,-0.012776691866463252,-0.001725,-0.01105169186646325,
2000-03-07,-0.025965272460888884,0.0028499999999999,-0.028815272460888785,
2000-03-08,0.008140160732056598,-0.0004499999999999,0.008590160732056498,
2000-03-09,0.02527957647861595,0.0026999999999999,0.02257957647861605,
2000-03-10,-0.004734058241369802,-0.0029999999999999,-0.001734058241369902,
2000-03-13,-0.008241340204649962,0.0009749999999999,-0.009216340204649861,
2000-03-14,-0.01784374866717164,0.00585,-0.02369374866717164,
2000-03-15,0.023989810373332258,7.499999999997092e-05,0.023914810373332287,
2000-03-16,0.04653862630889853,0.00345,0.04308862630889853,
2000-03-17,0.004105461232460199,0.0038249999999999,0.0002804612324602989,
2000-03-20,-0.005367853770868713,0.000825,-0.006192853770868713,
2000-03-21,0.02524451970119114,0.0036,0.02164451970119114,
2000-03-22,0.004521615579435624,0.0017249999999999,0.002796615579435724,
2000-03-23,0.017642523790550653,0.00255,0.015092523790550653,
2000-03-24,7.201757231894197e-05,-0.0084749999999999,0.00854701757231884,
2000-03-27,-0.0023596356136780785,0.00045,-0.0028096356136780784,
2000-03-28,-0.010641381065242726,0.00255,-0.013191381065242726,-0.0587093808887479
2000-03-29,0.000523829270162905,0.0002999999999999,0.00022382927016300502,-0.09489743421461937
2000-03-30,-0.013749866207868553,0.0069,-0.02064986620786855,-0.0518531790334623
2000-03-31,0.00713882154487963,0.003825,0.0033138215448796303,-0.045701757086845214
2000-04-03,0.00491921579095064,0.0029249999999999,0.0019942157909507404,-0.043393835680608506
2000-04-04,-0.007491620335109972,0.00525,-0.012741620335109973,-0.0545946555698636
2000-04-05,-0.004936128864951875,0.0017249999999999,-0.006661128864951775,-0.045122546709496385
2000-04-06,0.009348582996253654,-0.00465,0.013998582996253653,-0.09872879570292274
2000-04-07,0.00994808862928292,0.006075,0.0038730886292829203,-0.09103081555513928
2000-04-10,-0.007872101457463195,0.00615,-0.014022101457463194,-0.1196663661013096
2000-04-11,-0.0025756657223554988,-0.0083249999999999,0.0057493342776444014,-0.09301169730224511
2000-04-12,-0.022522988905343863,-0.0039749999999999,-0.018547988905343964,-0.07112498042946884
2000-04-13,-0.018338157648510305,0.0021749999999999,-0.020513157648510204,-0.07626247533422309
2000-04-14,-0.06004513393563131,0.0041999999999999,-0.06424513393563121,-0.12521853072338554
2000-04-17,0.032548195815906886,-0.0141,0.04664819581590689,-0.22112191338407708
2000-04-18,0.02826026515219442,-0.001575,0.02983526515219442,-0.20593811334451195
2000-04-19,-0.009856898019463543,0.005025,-0.014881898019463543,-0.211922916829575
2000-04-20,0.004940593765387465,-0.0001499999999999,0.0050905937653873655,-0.21176850265398212
2000-04-24,-0.0032677029495695813,-0.0021749999999999,-0.0010927029495696812,-0.21214528306914957
2000-04-25,0.032734322955296435,-0.0083249999999999,0.04105932295529634,-0.2551673185280431
2000-04-26,-0.011196572218317094,-0.0001499999999999,-0.011046572218317193,-0.2498992884184598
2000-04-27,0.0026863453512838776,-0.006975,0.009661345351283879,-0.25487726573535896
2000-04-28,-0.008562617657917949,0.000825,-0.009387617657917948,-0.2554278998391131
2000-05-01,0.010833199608955815,-0.00495,0.015783199608955814,-0.2817414466232189
2000-05-02,-0.015069558541687723,-0.001575,-0.013494558541687723,-0.27671135720410195
2000-05-03,-0.02180145690261545,-0.0076499999999999,-0.014151456902615552,-0.23493862156951015
2000-05-04,-0.003915506636260194,-0.0019499999999999,-0.001965506636260294,-0.2383895227301027
2000-05-05,0.01622722258555774,-0.00585,0.02207722258555774,-0.27481685657554666
2000-05-08,-0.005922728038696626,-0.0041249999999999,-0.0017977280386967266,-0.26652492448798487
2000-05-09,-0.008482903589146438,0.0023249999999999,-0.010807903589146338,-0.2531228043941532
2000-05-10,-0.020815078978586928,0.008175,-0.02899007897858693,-0.28131623553184604
2000-05-11,0.01774410012932594,0.0008249999999999,0.016919100129326042,-0.27699060244317036
2000-05-12,0.009297394079674844,-0.007725,0.017022394079674843,-0.28428658292942816
2000-05-15,0.021857120028318782,0.0049499999999999,0.016907120028318883,-0.2583904704244658
2000-05-16,0.009375068665456102,0.0016499999999999,0.007725068665456202,-0.22813021529273292
