Date,GLD_Return,GLD_SPX_Ratio,GLD_SPX_Ratio_Return,GLD_SPX_Mom_21,GLD_SPX_Vol_21
1999-12-31,,,,,
2000-01-03,,,,,
2000-01-04,,0.20115476411656258,,,
2000-01-05,-0.0037369916253991425,0.2000199699025041,-0.005657371436927076,,
2000-01-06,-0.003751009131484531,0.19908083651002884,-0.004706255215614189,,
2000-01-07,0.009617171185089323,0.1957029976343594,-0.017112764077589243,,
2000-01-10,-0.0017739937240632685,0.1931942919868277,-0.01290181502239224,,
2000-01-11,0.002305578745883962,0.1962031475920365,0.01545421301511517,,
2000-01-12,0.0,0.19706755105603072,0.004395978947775415,,
2000-01-13,-0.0005315850218207438,0.1945946691683682,-0.012627793137035815,,
2000-01-14,0.004244788828520178,0.193359041736341,-0.00636999505583948,,
2000-01-18,0.00878585865929615,0.19640721854941792,0.015641369039534524,,
2000-01-19,0.006452197813535338,0.19757538292465138,0.005930047642278795,,
2000-01-20,0.0015631787811805353,0.19929854659407711,0.008683737426447331,,
2000-01-21,-0.0012155944884908525,0.19963784203807516,0.0017010006380781038,,
2000-01-24,-0.0019132104279229682,0.20491891004830434,0.02610940486695841,,
2000-01-25,0.0027816429618767705,0.20425097338354503,-0.0032648407671749774,,
2000-01-26,-0.00731838080767984,0.2036194261051642,-0.003096806161442093,,
2000-01-27,-0.0012249542173940293,0.20417429355908936,0.0027213160458055123,,
2000-01-28,0.004193610898608098,0.21082078578990707,0.032034406861737134,,
2000-01-31,-0.012104349173009196,0.20316108027480173,-0.03700925284393624,,
2000-02-01,-0.001059509193233321,0.2008117620345141,-0.011631201307463156,,
2000-02-02,0.009145332822191848,0.20267968661292157,0.00925887241924821,,
2000-02-03,-0.0019276269878384421,0.20003929907296294,-0.013112991780251394,-0.005545307606799943,0.015534648009562524
2000-02-04,0.029723978490937445,0.2061613204434241,0.03014512865825231,0.030703686956425003,0.016824313514045744
2000-02-07,0.06285568249526714,0.2195556928607538,0.0629469550809073,0.10284694754983881,0.021434222526710192
2000-02-08,-0.05404057201445458,0.20548372776960852,-0.06623907915110135,0.049977416051249834,0.02610209199301371
2000-02-09,0.0408422474797195,0.21860168591060425,0.061884440822819464,0.13151213559409336,0.028875529400796473
2000-02-10,0.0012953369686848364,0.21809250227620816,-0.0023319928633049676,0.11156474782803194,0.028841600064555526
2000-02-11,0.008058061329762441,0.22456600726685508,0.029250387815488933,0.13953822465173848,0.02931999189349149
2000-02-14,-0.010163836790005994,0.22184410837877894,-0.01219476227904457,0.14003178672296435,0.02930622254623605
2000-02-15,-0.01338576956986537,0.2170036731928248,-0.02206064014111149,0.12228355728368245,0.02983899156027623
2000-02-16,-0.00576845439674042,0.21799130917293016,0.0045409152621208836,0.10989458932784335,0.029748420975024618
2000-02-17,0.007410490890484751,0.21951939838358808,0.0069854081190286015,0.11106654652065351,0.029751024100102105
2000-02-18,-0.003945426784937812,0.225504981093389,0.02690164387048936,0.13149335480447855,0.030126583342951613
2000-02-22,-0.004291852081541032,0.22352958577693632,-0.00879846767098453,0.11967542573569045,0.030286154177931002
2000-02-23,-0.0008274721200324241,0.22194621846269172,-0.00710868678800534,0.08309290933849711,0.030015765102558458
2000-02-24,-0.010819914129149243,0.22073546470818586,-0.00547010106606132,0.08070703924473377,0.030045564291230828
2000-02-25,-0.016027335907038844,0.22049559008819825,-0.00108729719276108,0.0828809132106969,0.030026042191219453
