Date,Bond_10y_return,Bond_10y_Vol_21
1999-12-31,,
2000-01-03,-0.0112499999999999,
2000-01-04,0.0071249999999999,
2000-01-05,-0.0072749999999999,
2000-01-06,0.0052499999999999,
2000-01-07,0.000675,
2000-01-10,-0.0027749999999999,
2000-01-11,-0.007875,
2000-01-12,-0.00345,
2000-01-13,0.005475,
2000-01-14,-0.003675,
2000-01-18,-0.005025,
2000-01-19,0.0011999999999999,
2000-01-20,-0.0041999999999999,
2000-01-21,0.0017249999999999,
2000-01-24,0.006,
2000-01-25,-0.0005250000000001,
2000-01-26,0.0021000000000001,
2000-01-27,-0.0021000000000001,
2000-01-28,0.00255,
2000-01-31,-0.000525,
2000-02-01,0.00345,0.004930777068576477
2000-02-02,0.0034499999999999,0.004357041714282722
2000-02-03,0.0063,0.004293553099041109
2000-02-04,-0.0045,0.004095432996469518
2000-02-07,-0.0067499999999999,0.004187020761489331
2000-02-08,0.0019499999999999,0.004212608625136122
2000-02-09,-0.0035249999999999,0.004237365674230002
2000-02-10,-0.0008249999999999,0.0038777662937019867
2000-02-11,0.005025,0.003945856778227706
2000-02-14,0.00375,0.0038508788421791037
2000-02-15,0.00015,0.0037434907792440915
2000-02-16,0.000525,0.0035264624625819885
2000-02-17,-0.00165,0.0035619304055926667
2000-02-18,0.00585,0.003561426529997679
2000-02-22,0.0099,0.004050109125513943
2000-02-23,-0.0046499999999999,0.004119018390344941
2000-02-24,0.0043499999999999,0.004168806355369749
2000-02-25,0.00285,0.004180259732190238
2000-02-28,-0.007125,0.004510455116409274
2000-02-29,0.000975,0.004496090563716727
2000-03-01,0.0017249999999999,0.0044871453301944045
2000-03-02,0.0001499999999999,0.004455118444793875
2000-03-03,-0.0002999999999998,0.004420866713665969
2000-03-06,-0.001725,0.004254021206878403
2000-03-07,0.0028499999999999,0.004140826780797665
2000-03-08,-0.0004499999999999,0.0037919581258989677
2000-03-09,0.0026999999999999,0.0038054261071715253
2000-03-10,-0.0029999999999999,0.0037759707834069153
2000-03-13,0.0009749999999999,0.0037527454235913088
2000-03-14,0.00585,0.0038000270205805976
2000-03-15,7.499999999997092e-05,0.003757652905357632
2000-03-16,0.00345,0.0037912198847185733
2000-03-17,0.0038249999999999,0.003833879748840749
2000-03-20,0.000825,0.0037773218970966046
2000-03-21,0.0036,0.003674883380073799
2000-03-22,0.0017249999999999,0.0031046997784464556
2000-03-23,0.00255,0.0028494642353557023
2000-03-24,-0.0084749999999999,0.0034573407927397906
2000-03-27,0.00045,0.003419449360433807
2000-03-28,0.00255,0.0029607341029837825
2000-03-29,0.0002999999999999,0.0029643145437496126
2000-03-30,0.0069,0.0032358745229954765
2000-03-31,0.003825,0.0032763846582126452
2000-04-03,0.0029249999999999,0.0032704029895848467
2000-04-04,0.00525,0.0032795306719973255
2000-04-05,0.0017249999999999,0.0032714348097257766
2000-04-06,-0.00465,0.003533098599570289
2000-04-07,0.006075,0.003660609580384098
2000-04-10,0.00615,0.0036111768461660294
2000-04-11,-0.0083249999999999,0.0042761120107606175
2000-04-12,-0.0039749999999999,0.0043412627771190855
2000-04-13,0.0021749999999999,0.004336422776897993
2000-04-14,0.0041999999999999,0.004357404412524203
2000-04-17,-0.0141,0.00547353943336221
2000-04-18,-0.001575,0.005492689134528833
2000-04-19,0.005025,0.005542221866209019
2000-04-20,-0.0001499999999999,0.005536782039880433
2000-04-24,-0.0021749999999999,0.005541960876543834
2000-04-25,-0.0083249999999999,0.005530310150176254
2000-04-26,-0.0001499999999999,0.0055305232573418985
2000-04-27,-0.006975,0.005713559998559786
2000-04-28,0.000825,0.005717365464717339
2000-05-01,-0.00495,0.005558603370323439
2000-05-02,-0.001575,0.005457059647832307
2000-05-03,-0.0076499999999999,0.005556506803482068
2000-05-04,-0.0019499999999999,0.00533167589573321
2000-05-05,-0.00585,0.0053288843981241655
2000-05-08,-0.0041249999999999,0.005318441635344994
2000-05-09,0.0023249999999999,0.005082411899313689
2000-05-10,0.008175,0.00526923008743074
2000-05-11,0.0008249999999999,0.005125879715438368
2000-05-12,-0.007725,0.005265080381966748
2000-05-15,0.0049499999999999,0.005410094731148399
2000-05-16,0.0016499999999999,0.005292496372898384
2000-05-17,-0.0053999999999999,0.004598907090665245
2000-05-18,-0.0032999999999999,0.004612751154602353
2000-05-19,0.00345,0.004508904879711407
2000-05-22,0.0041249999999999,0.004681022667567982
2000-05-23,0.0003,0.004697234178596058
2000-05-24,-0.002625,0.004440363764056102
2000-05-25,0.0056999999999999,0.004687564285273426
2000-05-26,0.0047249999999999,0.004629710921243918
2000-05-30,-0.0033749999999999,0.004665374927514955
2000-05-31,0.0077999999999999,0.004893090062234932
2000-06-01,0.0060749999999999,0.005050529498407574
2000-06-02,0.002925,0.0047260287995615465
2000-06-05,0.00225,0.004688587016819161
2000-06-06,-0.0,0.004421878438918343
2000-06-07,-0.001425,0.004291512595477545
2000-06-08,0.001275,0.004287491149511847
2000-06-09,-0.00015,0.004010151181688733
2000-06-12,0.004125,0.004065173296253307
2000-06-13,-0.0033749999999999,0.003679840107162976
2000-06-14,0.0056249999999999,0.003715047827032966
2000-06-15,-0.0006749999999999,0.0037432152909344122
2000-06-16,0.0059249999999999,0.0035342432004602515
2000-06-19,-0.0020999999999999,0.003455205699892695
2000-06-20,-0.001575,0.0035182572288806513
2000-06-21,-0.006975,0.003942790663259369
2000-06-22,0.0006749999999999,0.003939528389105856
2000-06-23,-0.0060749999999999,0.004171346776350644
2000-06-26,0.0062249999999999,0.0042022697948336084
2000-06-27,0.001275,0.004117707840187592
2000-06-28,-0.0011249999999999,0.0040298307302274175
2000-06-29,0.0054749999999999,0.003861686807600993
2000-06-30,-0.0002999999999999,0.003678708041846003
2000-07-03,0.0031499999999999,0.0036862255666970513
2000-07-05,0.0002999999999999,0.0036666194531591745
2000-07-06,-0.0047249999999999,0.0038390637809608257
2000-07-07,0.0035249999999999,0.0038818809873564504
2000-07-10,-0.00255,0.003933097879352981
2000-07-11,-0.0009749999999999,0.003942114642820822
2000-07-12,-0.0024,0.0038804489338955233
2000-07-13,0.005625,0.003988289778481795
2000-07-14,-0.006825,0.004096090252563097
2000-07-17,-0.0038999999999999,0.004174633217421566
2000-07-18,0.000525,0.003927802684526175
2000-07-19,-0.0009749999999999,0.003914071455293384
2000-07-20,0.0114,0.0046916253275688284
2000-07-21,0.0002999999999999,0.004405738952126569
2000-07-24,-0.0026999999999999,0.004456876709086709
2000-07-25,0.00045,0.004214747704701356
2000-07-26,7.499999999991888e-05,0.004010191258353038
2000-07-27,0.002025,0.004022928703959661
2000-07-28,-0.00255,0.004060076749802327
2000-07-31,0.000225,0.0038789300347242
2000-08-01,0.0035249999999999,0.0039539232325085895
2000-08-02,0.0005999999999999,0.0038964991155064597
2000-08-03,0.0018,0.003915084153446921
2000-08-04,0.0038249999999999,0.0038299233021040755
2000-08-07,-0.004125,0.003893597079088375
2000-08-08,0.0028499999999999,0.0038839263546791435
2000-08-09,0.0001499999999999,0.0038714926523425904
2000-08-10,0.011475,0.004491298134011064
2000-08-11,-0.0020249999999999,0.004418315168542328
2000-08-14,0.001425,0.00406183126364027
2000-08-15,-0.0023249999999999,0.0039773779948963275
2000-08-16,-0.0027,0.00406743271961212
2000-08-17,0.0021,0.004044960488947043
2000-08-18,0.002775,0.0033363541371639873
2000-08-21,-0.0006,0.003349095027018466
2000-08-22,0.0004499999999999,0.003254890551155271
2000-08-23,0.0036,0.003304116750358539
2000-08-24,0.0005999999999999,0.0032981528921503726
2000-08-25,-0.0007499999999999,0.0033147882931751876
2000-08-28,-0.0036,0.0033778242151674014
2000-08-29,-0.0023249999999999,0.003449060431065635
2000-08-30,0.0006,0.0033919495026564386
2000-08-31,0.005625,0.0035607608536860056
2000-09-01,0.0034499999999999,0.003599687486435428
2000-09-05,-0.00045,0.0035510058937071186
2000-09-06,-0.0026249999999999,0.0034615489926579446
2000-09-07,-0.0020999999999999,0.003486484107029778
2000-09-08,0.0009749999999999,0.0034857234338287147
2000-09-11,-0.002025,0.002492040901980274
2000-09-12,-0.0004499999999999,0.0024513043175302964
2000-09-13,0.0036,0.00255480115245223
2000-09-14,-0.0045749999999999,0.0027078012297803164
