Date,Oil_Return,Oil_Vol_21,Oil_Mom_63
1999-12-31,,,
2000-01-03,,,
2000-01-04,,,
2000-01-05,-0.027433141780156683,,
2000-01-06,-0.004646259678455873,,
2000-01-07,-0.02269418740281233,,
2000-01-10,0.027340447081268284,,
2000-01-11,0.03681905030863535,,
2000-01-12,0.007687676947402047,,
2000-01-13,0.006828706993722133,,
2000-01-14,0.01942578429393395,,
2000-01-18,0.022516479208010372,,
2000-01-19,-0.008094089284974893,,
2000-01-20,0.01001163541424674,,
2000-01-21,0.009532960658723687,,
2000-01-24,-0.011066703290672369,,
2000-01-25,0.018251457207362348,,
2000-01-26,-0.015568949371540325,,
2000-01-27,-0.019710783063932886,,
2000-01-28,0.002339182353172241,,
2000-01-31,0.011229546852896694,,
2000-02-01,0.016043124840575684,,
2000-02-02,-0.017584550964659714,,
2000-02-03,0.027763715199989648,0.0184626907981673,
2000-02-04,0.015261788875647195,0.01710132605513021,
2000-02-07,-0.007043587971261016,0.017185639268655645,
2000-02-08,-0.019155515289753376,0.016903642887740128,
2000-02-09,0.020642504411331725,0.016546706596596614,
2000-02-10,0.020588962577621463,0.015372947689982463,
2000-02-11,0.01229671914114827,0.015442484794560894,
2000-02-14,0.033230346357549116,0.016592037299212752,
2000-02-15,-0.058345406182005705,0.021550419828563566,
2000-02-16,0.008807396381747436,0.02113347650543706,
2000-02-17,-0.025908184858664803,0.02191682730380932,
2000-02-18,-0.01701685985836928,0.02218432179311264,
2000-02-22,0.013636574949545444,0.0222883005862072,
2000-02-23,0.017897569457542666,0.022438020630015442,
2000-02-24,0.011390900309945743,0.02223543828611297,
2000-02-25,0.004010944301560936,0.021893275105229797,
2000-02-28,-0.0025505570394541823,0.02134004510458572,
2000-02-29,0.024505730801457848,0.02183694044212744,
2000-03-01,0.03394901702598456,0.02274291203785826,
2000-03-02,0.005490748180416591,0.02261111046359207,
2000-03-03,-0.007902463388989311,0.022226202774979918,
2000-03-06,0.021836418651909724,0.02196290596038693,
2000-03-07,0.07381864820532501,0.026562502642043715,
2000-03-08,-0.1022306226488986,0.03575592606351216,
2000-03-09,0.01687077369774186,0.03548865313992954,
2000-03-10,-0.01202143963630419,0.0354846338274454,
2000-03-13,-0.0017292067251939288,0.03527913289403806,
2000-03-14,-0.019221280215609565,0.03550597525008899,
2000-03-15,-0.028997915108018406,0.03526716883860908,
2000-03-16,-0.004368408839821558,0.03284533159310369,
2000-03-17,-0.03150158570646134,0.03350607500004039,
2000-03-20,-0.052165583408404555,0.03492506272363753,
2000-03-21,0.02002815816959011,0.03509987993298778,
2000-03-22,-0.012519725344927709,0.03502162044442192,
2000-03-23,0.0031446566794717814,0.034745990392758,
2000-03-24,0.01673516387005598,0.03487495628588745,
2000-03-27,-0.008916515752258233,0.03486632917151731,
2000-03-28,-0.006641946668040273,0.034873796433189275,
2000-03-29,-0.04448739985456396,0.035357838670341014,
2000-03-30,0.009382079833290466,0.0343371378607058,
2000-03-31,0.005668031368821638,0.03434061013281735,
2000-04-03,-0.010552045961246927,0.034345611567639704,
2000-04-04,-0.03571808260207934,0.03414196523526161,-0.030340303403034063
2000-04-05,0.0042194155427082896,0.028422871952969313,0.0008428150021069225
2000-04-06,-0.012712035588361861,0.020001669817362906,-0.0071972904318374775
2000-04-07,-0.037805936170772415,0.01991672129840475,-0.02208748375920322
2000-04-10,-0.05835748600613643,0.02229819191397509,-0.10240202275600507
